ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,MaxWin,MaxLoss,AvgWin,AvgLoss,PlayerA,PlayerB,RankA,RankB,RankDiff,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA_cum,WinRateB_cum,Form10A,Form10B,RestDaysA,RestDaysB,DiffWR,DiffForm,DiffRest,LogRankDiff,H2HDiff,ProbA_odds,ProbB_odds,OddsProbDiff,WinRateA_x_Rank,WinRateB_x_Rank,EfficiencyDiff
32,Halle,Halle Open,2025-06-18,ATP500,Outdoor,Grass,1st Round,3.0,Khachanov K.,Bergs Z.,22.0,49,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.5,2.6,,,,,1.53,2.66,2050.0,1079.0,,,,,,,1.56,2.76,1.48,2.65,,,1.53,2.66,1.515,2.63,Bergs Z.,Khachanov K.,49.0,22.0,27.0,0,2.76,1.56,2.65,1.48,0,2,-2,36,41,280,204,0.5555555555555556,0.6097560975609756,0.5555555555555556,0.4,3,5,-0.054200542005420016,0.15555555555555556,-2,0.8007778447523104,-2,0.3623188405797102,0.641025641025641,-0.27870680044593077,0.011337868480725623,0.027716186252771616,-0.016378317772045993
33,Queens Club,Queen's Club Championships,2025-06-18,ATP500,Outdoor,Grass,2nd Round,3.0,Rune H.,McDonald M.,9.0,98,2.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.36,3.0,,,,,1.39,3.3,3440.0,630.0,,,,,,,1.43,3.3,1.37,3.08,,,1.39,3.3,1.375,3.15,McDonald M.,Rune H.,98.0,9.0,89.0,0,3.3,1.43,3.08,1.37,1,2,-1,107,130,156,92,0.5277777777777778,0.6111111111111112,0.5,0.7,2,2,-0.08333333333333337,-0.19999999999999996,0,2.3877429013343527,-1,0.30303030303030304,0.6993006993006994,-0.39627039627039634,0.005385487528344671,0.06790123456790124,-0.06251574703955658
33,Queens Club,Queen's Club Championships,2025-06-18,ATP500,Outdoor,Grass,2nd Round,3.0,Bautista Agut R.,Mensik J.,51.0,17,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,2.6,1.5,,,,,2.71,1.53,1049.0,2322.0,,,,,,,2.8,1.58,2.64,1.48,,,2.71,1.53,2.655,1.515,Bautista Agut R.,Mensik J.,51.0,17.0,34.0,1,2.8,1.58,2.64,1.48,1,1,0,267,185,46,26,0.6779661016949152,0.42857142857142855,0.6,0.42857142857142855,2,2,0.24939467312348668,0.17142857142857143,0,1.0986122886681096,0,0.35714285714285715,0.6329113924050632,-0.27576853526220607,0.013293452974410102,0.025210084033613443,-0.01191663105920334
33,Queens Club,Queen's Club Championships,2025-06-18,ATP500,Outdoor,Grass,2nd Round,3.0,Draper J.,Popyrin A.,6.0,21,3.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.13,5.5,,,,,1.15,6.41,4550.0,2115.0,,,,,,,1.16,6.8,1.14,5.55,,,1.15,6.41,1.14,5.955,Draper J.,Popyrin A.,6.0,21.0,-15.0,1,1.16,6.8,1.14,5.55,2,0,2,101,52,100,121,0.6956521739130435,0.3181818181818182,0.8,0.4,1,1,0.3774703557312253,0.4,0,-1.252762968495368,2,0.8620689655172414,0.14705882352941177,0.7150101419878296,0.11594202898550725,0.015151515151515152,0.1007905138339921
33,Queens Club,Queen's Club Championships,2025-06-18,ATP500,Outdoor,Grass,2nd Round,3.0,Nakashima B.,Evans D.,32.0,199,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.4,3.0,,,,,1.41,3.17,1600.0,275.0,,,,,,,1.45,3.25,1.4,2.96,,,1.41,3.17,1.405,3.085,Evans D.,Nakashima B.,199.0,32.0,167.0,0,3.25,1.45,2.96,1.4,1,4,-3,135,156,105,94,0.4186046511627907,0.5666666666666667,0.3,0.6,2,1,-0.14806201550387593,-0.3,1,1.8275689219247657,-3,0.3076923076923077,0.6896551724137931,-0.38196286472148544,0.0021035409606170387,0.017708333333333333,-0.015604792372716295
32,Halle,Halle Open,2025-06-18,ATP500,Outdoor,Grass,2nd Round,3.0,Medvedev D.,Halys Q.,11.0,48,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.45,2.8,,,,,1.47,2.91,3140.0,1134.0,,,,,,,1.47,3.1,1.42,2.84,,,1.47,2.91,1.46,2.855,Halys Q.,Medvedev D.,48.0,11.0,37.0,0,3.1,1.47,2.84,1.42,0,2,-2,45,74,374,159,0.5714285714285714,0.676056338028169,0.6,0.7,2,2,-0.1046277665995976,-0.09999999999999998,0,1.4733057381095205,-2,0.3225806451612903,0.6802721088435374,-0.3576914636822471,0.011904761904761904,0.06145966709346991,-0.049554905188708004
32,Halle,Halle Open,2025-06-18,ATP500,Outdoor,Grass,2nd Round,3.0,Michelsen A.,Tsitsipas S.,33.0,25,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.73,2.1,,,,,1.76,2.2,1570.0,1920.0,,,,,,,1.79,2.25,1.72,2.12,,,1.76,2.2,1.745,2.15,Michelsen A.,Tsitsipas S.,33.0,25.0,8.0,1,1.79,2.25,1.72,2.12,3,0,3,52,48,336,167,0.5789473684210527,0.575,0.6,0.6,1,2,0.003947368421052699,0.0,-1,0.27763173659827967,3,0.5586592178770949,0.4444444444444444,0.11421477343265052,0.017543859649122806,0.023,-0.005456140350877194
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Etcheverry T.,Martinez P.,63.0,54,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.36,3.2,,,,,1.38,3.16,935.0,1030.0,,,,,,,1.42,3.35,1.37,3.06,,,1.38,3.2,1.37,3.18,Etcheverry T.,Martinez P.,63.0,54.0,9.0,1,1.42,3.35,1.37,3.06,1,0,1,71,85,79,105,0.2222222222222222,0.3,0.2222222222222222,0.3,7,351,-0.07777777777777778,-0.07777777777777778,-344,0.15415067982725805,1,0.7042253521126761,0.29850746268656714,0.405717889426109,0.003527336860670194,0.005555555555555556,-0.002028218694885362
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Munar J.,Thompson J.,59.0,37,7.0,5.0,,,,,,,,,1.0,0.0,Retired,,,,,,,,,3.4,1.33,,,,,3.41,1.36,962.0,1400.0,,,,,,,3.6,1.37,3.4,1.32,,,3.41,1.36,3.405,1.345,Munar J.,Thompson J.,59.0,37.0,22.0,1,3.6,1.37,3.4,1.32,2,1,1,103,140,144,164,0.21428571428571427,0.5161290322580645,0.3,0.5,348,6,-0.3018433179723502,-0.2,342,0.46661953126149536,1,0.2777777777777778,0.7299270072992701,-0.4521492295214923,0.003631961259079903,0.013949433304272013,-0.01031747204519211
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Draper J.,Brooksby J.,6.0,149,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.06,8.0,,,,,1.07,10.67,4550.0,405.0,,,,,,,1.1,10.67,1.07,8.59,,,1.07,10.67,1.065,9.335,Brooksby J.,Draper J.,149.0,6.0,143.0,0,10.67,1.1,8.59,1.07,0,4,-4,54,38,100,52,0.5833333333333334,0.6818181818181818,0.5,0.8,1081,348,-0.0984848484848484,-0.30000000000000004,733,3.2121868367174042,-4,0.09372071227741331,0.9090909090909091,-0.8153701968134958,0.0039149888143176735,0.11363636363636363,-0.10972137482204596
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Lehecka J.,De Minaur A.,30.0,12,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,3.1,1.36,,,,,3.15,1.41,1645.0,3085.0,,,,,,,3.25,1.45,2.95,1.4,,,3.15,1.41,3.125,1.385,De Minaur A.,Lehecka J.,12.0,30.0,-18.0,0,1.45,3.25,1.4,2.95,1,1,0,247,148,85,67,0.6470588235294118,0.5384615384615384,0.8,0.6,342,4,0.10859728506787336,0.20000000000000007,338,-0.9162907318741551,0,0.6896551724137931,0.3076923076923077,0.38196286472148544,0.05392156862745098,0.017948717948717947,0.035972850678733036
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Sonego L.,Struff J.L.,46.0,103,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,2.1,1.75,,,,,2.19,1.75,1165.0,575.0,,,,,,,2.24,1.78,2.1,1.73,,,2.19,1.75,2.145,1.75,Sonego L.,Struff J.L.,46.0,103.0,-57.0,1,2.24,1.78,2.1,1.73,2,1,1,146,163,206,240,0.5384615384615384,0.4482758620689655,0.3,0.6,7,6,0.09018567639257291,-0.3,1,-0.8060875917405408,1,0.4464285714285714,0.5617977528089888,-0.11536918138041741,0.011705685618729096,0.004352192835621024,0.007353492783108072
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Rublev A.,Ofner S.,14.0,122,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.45,2.6,,,,,1.49,2.8,2920.0,483.0,,,,,,,1.51,2.92,1.46,2.7,,,1.49,2.8,1.47,2.7,Ofner S.,Rublev A.,122.0,14.0,108.0,0,2.92,1.51,2.7,1.46,0,1,-1,46,52,333,187,0.4666666666666667,0.6551724137931034,0.4,0.6,351,350,-0.18850574712643675,-0.19999999999999996,1,2.1649637151179983,-1,0.3424657534246575,0.6622516556291391,-0.3197859022044816,0.003825136612021858,0.046798029556650245,-0.04297289294462839
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Opelka R.,Ugo Carabelli C.,75.0,53,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.18,5.0,,,,,1.2,5.2,808.0,1036.0,,,,,,,1.22,5.5,1.17,5.04,,,1.2,5.2,1.19,5.1,Opelka R.,Ugo Carabelli C.,75.0,53.0,22.0,1,1.22,5.5,1.17,5.04,1,0,1,108,99,15,20,0.47368421052631576,0.5,0.7,0.5,3,30,-0.026315789473684237,0.19999999999999996,-27,0.34719619998418816,1,0.819672131147541,0.18181818181818182,0.6378539493293591,0.00631578947368421,0.009433962264150943,-0.0031181727904667327
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Sinner J.,Hanfmann Y.,1.0,138,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.01,13.0,,,,,1.02,24.07,10880.0,428.0,,,,,,,1.03,28.0,1.01,18.37,,,1.02,24.07,1.015,18.535,Hanfmann Y.,Sinner J.,138.0,1.0,137.0,0,28.0,1.03,18.37,1.01,0,3,-3,73,86,267,85,0.3888888888888889,0.7,0.4,0.9,7,343,-0.31111111111111106,-0.5,-336,4.927253685157205,-3,0.03571428571428571,0.970873786407767,-0.9351595006934813,0.002818035426731079,0.7,-0.6971819645732689
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Auger-Aliassime F.,Djere L.,27.0,65,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.29,3.75,,,,,1.32,3.69,1775.0,911.0,,,,,,,1.35,3.85,1.31,3.47,,,1.32,3.75,1.305,3.72,Auger-Aliassime F.,Djere L.,27.0,65.0,-38.0,1,1.35,3.85,1.31,3.47,1,2,-1,220,147,150,152,0.6410256410256411,0.3181818181818182,0.3,0.4,3,6,0.3228438228438229,-0.10000000000000003,-3,-0.8785504038913077,-1,0.7407407407407407,0.2597402597402597,0.481000481000481,0.023741690408357077,0.004895104895104895,0.018846585513252183
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Popyrin A.,Vukic A.,21.0,83,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.6,2.38,,,,,1.65,2.37,2115.0,733.0,,,,,,,1.65,2.5,1.57,2.38,,,1.65,2.38,1.625,2.375,Popyrin A.,Vukic A.,21.0,83.0,-62.0,1,1.65,2.5,1.57,2.38,1,0,1,99,121,45,66,0.2857142857142857,0.5263157894736842,0.3,0.6,5,8,-0.24060150375939848,-0.3,-3,-1.3743181700731752,1,0.6060606060606061,0.4,0.20606060606060606,0.013605442176870748,0.006341154090044388,0.00726428808682636
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Moutet C.,Fritz T.,89.0,4,6.0,7.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,,,,,,,,,5.0,1.14,,,,,6.13,1.16,677.0,4735.0,,,,,,,6.4,1.17,5.77,1.14,,,6.13,1.16,5.565,1.15,Fritz T.,Moutet C.,4.0,89.0,-85.0,0,1.17,6.4,1.14,5.77,0,1,-1,280,188,73,101,0.6166666666666667,0.4444444444444444,0.9,0.5,2,5,0.17222222222222228,0.4,-3,-3.102342008612249,-1,0.8547008547008548,0.15625,0.6984508547008548,0.15416666666666667,0.004993757802746567,0.1491729088639201
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Nakashima B.,Mpetshi G.,32.0,36,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.57,2.3,,,,,1.57,2.56,1600.0,1476.0,,,,,,,1.61,2.63,1.55,2.43,,,1.57,2.56,1.57,2.43,Mpetshi G.,Nakashima B.,36.0,32.0,4.0,0,2.63,1.61,2.43,1.55,0,1,-1,27,27,104,94,0.5,0.5517241379310345,0.5,0.6,5,4,-0.051724137931034475,-0.09999999999999998,1,0.11778303565638337,-1,0.3802281368821293,0.6211180124223602,-0.2408898755402309,0.013888888888888888,0.017241379310344827,-0.0033524904214559392
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Alcaraz C.,Walton A.,2.0,86,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.02,15.0,,,,,1.02,28.15,8850.0,703.0,,,,,,,1.03,29.0,1.02,17.3,,,1.02,28.15,1.02,21.575,Alcaraz C.,Walton A.,2.0,86.0,-84.0,1,1.03,29.0,1.02,17.3,1,0,1,229,59,8,20,0.8888888888888888,0.5,0.9,0.5,338,348,0.38888888888888884,0.4,-10,-3.761200115693562,1,0.970873786407767,0.034482758620689655,0.9363910277870774,0.4444444444444444,0.005813953488372093,0.4386304909560723
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Diallo G.,Harris B.,44.0,113,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.44,2.8,,,,,1.45,2.96,1247.0,519.0,,,,,,,1.5,3.15,1.42,2.87,,,1.45,2.96,1.445,2.88,Diallo G.,Harris B.,44.0,113.0,-69.0,1,1.5,3.15,1.42,2.87,1,1,0,22,21,7,9,0.7142857142857143,0.6,0.7142857142857143,0.6,2,335,0.11428571428571432,0.11428571428571432,-333,-0.9431981847940798,0,0.6666666666666666,0.31746031746031744,0.3492063492063492,0.016233766233766236,0.005309734513274336,0.0109240317204919
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Shapovalov D.,Humbert U.,31.0,20,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,2.3,1.62,,,,,2.28,1.69,1626.0,2195.0,,,,,,,2.4,1.71,2.31,1.61,,,2.3,1.69,2.29,1.655,Humbert U.,Shapovalov D.,20.0,31.0,-11.0,0,1.71,2.4,1.61,2.31,2,4,-2,146,129,203,166,0.5625,0.47619047619047616,0.5,0.6,3,7,0.08630952380952384,-0.09999999999999998,-4,-0.4382549309311554,-2,0.5847953216374269,0.4166666666666667,0.16812865497076018,0.028125,0.015360983102918587,0.012764016897081414
33,Queens Club,Queen's Club Championships,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Rinderknech A.,Shelton B.,80.0,10,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,4.33,1.22,,,,,4.67,1.23,764.0,3170.0,,,,,,,5.3,1.25,4.39,1.21,,,4.67,1.23,4.5,1.225,Rinderknech A.,Shelton B.,80.0,10.0,70.0,1,5.3,1.25,4.39,1.21,1,0,1,76,93,89,63,0.38095238095238093,0.5,0.4,0.6,6,3,-0.11904761904761907,-0.19999999999999996,3,2.0794415416798353,1,0.18867924528301888,0.8,-0.6113207547169812,0.0047619047619047615,0.05,-0.045238095238095244
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Machac T.,De Jong J.,23.0,93,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,,,,,,,,,1.4,3.0,,,,,1.43,3.03,2020.0,660.0,,,,,,,1.5,3.1,1.42,2.89,,,1.43,3.03,1.415,3.015,De Jong J.,Machac T.,93.0,23.0,70.0,0,3.1,1.5,2.89,1.42,0,1,-1,9,14,53,44,0.0,0.25,0.0,0.25,7,348,-0.25,-0.25,-341,1.3971052772241066,-1,0.3225806451612903,0.6666666666666666,-0.3440860215053763,0.0,0.010869565217391304,-0.010869565217391304
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Cobolli F.,Fonseca J.,24.0,57,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,2.6,1.5,,,,,2.63,1.54,1970.0,991.0,,,,,,,2.78,1.55,2.6,1.5,,,2.63,1.54,2.615,1.52,Cobolli F.,Fonseca J.,24.0,57.0,-33.0,1,2.78,1.55,2.6,1.5,1,0,1,53,47,17,14,0.42857142857142855,0.0,0.42857142857142855,0.0,348,364,0.42857142857142855,0.42857142857142855,-16,-0.8649974374866045,1,0.3597122302158274,0.6451612903225806,-0.28544906010675325,0.017857142857142856,0.0,0.017857142857142856
32,Halle,Halle Open,2025-06-17,ATP500,Outdoor,Grass,1st Round,3.0,Michelsen A.,Cerundolo F.,33.0,18,2.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.8,1.95,,,,,1.9,1.99,1570.0,2285.0,,,,,,,1.92,2.04,1.83,1.96,,,1.9,1.99,1.85,1.97,Cerundolo F.,Michelsen A.,18.0,33.0,-15.0,0,2.04,1.92,1.96,1.83,0,1,-1,119,94,51,48,0.4666666666666667,0.5555555555555556,0.5,0.6,349,5,-0.0888888888888889,-0.09999999999999998,344,-0.6061358035703157,-1,0.49019607843137253,0.5208333333333334,-0.030637254901960842,0.025925925925925925,0.016835016835016835,0.00909090909090909
32,Halle,Halle Open,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Medvedev D.,Altmaier D.,11.0,52,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.17,4.75,,,,,1.19,5.22,3140.0,1037.0,,,,,,,1.22,5.5,1.18,4.88,,,1.19,5.22,1.18,4.985,Altmaier D.,Medvedev D.,52.0,11.0,41.0,0,5.5,1.22,4.88,1.18,0,1,-1,55,94,373,159,0.35714285714285715,0.6714285714285714,0.3,0.7,347,3,-0.3142857142857142,-0.39999999999999997,344,1.5533484457830569,-1,0.18181818181818182,0.819672131147541,-0.6378539493293591,0.006868131868131868,0.06103896103896103,-0.05417082917082916
33,Queens Club,Queen's Club Championships,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Fearnley J.,Bolt A.,60.0,194,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.36,3.0,,,,,1.41,3.13,961.0,284.0,,,,,,,1.45,3.35,1.39,2.95,,,1.41,3.13,1.385,3.065,Bolt A.,Fearnley J.,194.0,60.0,134.0,0,3.35,1.45,2.95,1.39,0,1,-1,17,31,12,12,0.3076923076923077,0.25,0.3,0.25,332,7,0.05769230769230771,0.04999999999999999,325,1.1735135968412278,-1,0.29850746268656714,0.6896551724137931,-0.391147709727226,0.0015860428231562252,0.004166666666666667,-0.0025806238435104414
33,Queens Club,Queen's Club Championships,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Rune H.,O Connell C.,9.0,79,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.2,4.5,,,,,1.24,4.43,3440.0,772.0,,,,,,,1.24,4.6,1.2,4.44,,,1.24,4.5,1.22,4.465,O Connell C.,Rune H.,79.0,9.0,70.0,0,4.6,1.24,4.44,1.2,0,2,-2,54,80,155,92,0.36363636363636365,0.5882352941176471,0.4,0.7,5,343,-0.22459893048128343,-0.29999999999999993,-338,2.172223275130802,-2,0.2173913043478261,0.8064516129032259,-0.5890603085553998,0.004602991944764097,0.06535947712418301,-0.060756485179418916
32,Halle,Halle Open,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Bublik A.,Muller A.,45.0,40,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.33,3.4,,,,,1.34,3.42,1225.0,1311.0,,,,,,,1.38,3.55,1.33,3.37,,,1.34,3.42,1.335,3.41,Bublik A.,Muller A.,45.0,40.0,5.0,1,1.38,3.55,1.33,3.37,1,0,1,152,153,44,52,0.6346153846153846,0.5,0.5,0.5,346,348,0.13461538461538458,0.0,-2,0.11778303565638337,1,0.7246376811594204,0.28169014084507044,0.44294754031434996,0.014102564102564101,0.0125,0.0016025641025641003
32,Halle,Halle Open,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Halys Q.,Bonzi B.,48.0,62,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.62,2.3,,,,,1.68,2.29,1134.0,945.0,,,,,,,1.68,2.46,1.6,2.3,,,1.68,2.3,1.65,2.295,Bonzi B.,Halys Q.,62.0,48.0,14.0,0,2.46,1.68,2.3,1.6,2,1,1,51,66,44,74,0.47368421052631576,0.5384615384615384,0.4,0.6,7,5,-0.06477732793522267,-0.19999999999999996,2,0.2559333741372005,1,0.4065040650406504,0.5952380952380952,-0.18873403019744484,0.00764006791171477,0.011217948717948718,-0.003577880806233948
33,Queens Club,Queen's Club Championships,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,McDonald M.,Monfils G.,98.0,42,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,1.95,1.8,,,,,2.08,1.83,630.0,1265.0,,,,,,,2.12,1.86,2.0,1.8,,,2.08,1.83,2.015,1.815,McDonald M.,Monfils G.,98.0,42.0,56.0,1,2.12,1.86,2.0,1.8,1,0,1,106,130,565,343,0.5142857142857142,0.5679012345679012,0.5,0.6,5,6,-0.05361552028218697,-0.09999999999999998,-1,0.8472978603872039,1,0.4716981132075471,0.5376344086021505,-0.06593629539460338,0.005247813411078717,0.013521457965902409,-0.008273644554823692
33,Queens Club,Queen's Club Championships,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Evans D.,Tiafoe F.,199.0,13,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,4.0,1.25,,,,,4.15,1.27,275.0,2990.0,,,,,,,4.5,1.3,3.82,1.27,,,4.15,1.27,4.075,1.26,Evans D.,Tiafoe F.,199.0,13.0,186.0,1,4.5,1.3,3.82,1.27,4,5,-1,134,156,214,190,0.40476190476190477,0.5609756097560976,0.2,0.5,4,346,-0.15621370499419285,-0.3,-342,2.7283554672629555,-1,0.2222222222222222,0.7692307692307692,-0.547008547008547,0.0020339794209140944,0.043151969981238276,-0.04111799056032418
32,Halle,Halle Open,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Marozsan F.,Kecmanovic M.,58.0,47,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.91,1.83,,,,,1.94,1.94,990.0,1146.0,,,,,,,2.08,1.94,1.97,1.82,,,1.94,1.94,1.925,1.885,Kecmanovic M.,Marozsan F.,47.0,58.0,-11.0,0,1.94,2.08,1.82,1.97,0,1,-1,152,153,48,47,0.46875,0.16666666666666666,0.4,0.16666666666666666,346,350,0.30208333333333337,0.23333333333333336,-4,-0.21029540883636066,-1,0.5154639175257733,0.4807692307692307,0.034694686756542525,0.00997340425531915,0.0028735632183908046,0.007099841036928345
32,Halle,Halle Open,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Tsitsipas S.,Darderi L.,25.0,56,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,,,,,,,,,1.25,3.6,,,,,1.3,3.88,1920.0,1004.0,,,,,,,1.31,4.1,1.27,3.7,,,1.3,3.88,1.275,3.74,Darderi L.,Tsitsipas S.,56.0,25.0,31.0,0,4.1,1.31,3.7,1.27,0,1,-1,39,41,335,167,0.3333333333333333,0.5641025641025641,0.3333333333333333,0.5,7,347,-0.23076923076923078,-0.16666666666666669,-340,0.8064758658669491,-1,0.24390243902439027,0.7633587786259541,-0.5194563396015639,0.005952380952380952,0.022564102564102562,-0.01661172161172161
33,Queens Club,Queen's Club Championships,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Mensik J.,Norrie C.,17.0,61,7.0,6.0,1.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,,,,,,,,,1.67,2.2,,,,,1.68,2.3,2322.0,952.0,,,,,,,1.74,2.32,1.66,2.22,,,1.68,2.3,1.675,2.25,Mensik J.,Norrie C.,17.0,61.0,-44.0,1,1.74,2.32,1.66,2.22,1,0,1,45,26,212,154,0.3333333333333333,0.5365853658536586,0.3333333333333333,0.5,335,345,-0.20325203252032525,-0.16666666666666669,-10,-1.2776605201170952,1,0.5747126436781609,0.4310344827586207,0.14367816091954017,0.0196078431372549,0.008796481407437025,0.010811361729817877
33,Queens Club,Queen's Club Championships,2025-06-16,ATP500,Outdoor,Grass,1st Round,3.0,Bautista Agut R.,Borges N.,51.0,38,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,,,,,1.67,2.2,,,,,1.74,2.2,1049.0,1400.0,,,,,,,1.74,2.3,1.67,2.18,,,1.74,2.2,1.705,2.2,Bautista Agut R.,Borges N.,51.0,38.0,13.0,1,1.74,2.3,1.67,2.18,1,0,1,266,185,55,62,0.6724137931034483,0.2222222222222222,0.6,0.2222222222222222,5,3,0.4501915708812261,0.37777777777777777,2,0.29423947299794007,1,0.5747126436781609,0.4347826086956522,0.13993003498250867,0.013184584178498986,0.005847953216374269,0.007336630962124717
